Date,Stock,liabilities,equity,total_assets,current_assets,current_liabilities,total_revenue,net_income,dividend,shares_outstanding,price
31-10-2013,Stock 44,339.4820169,226.0081773,565.4901942,371.3255285,369.9403396,227.1609783,74.15381292,17.59378085,1086308,101.6134962
29-11-2013,Stock 44,494.4370858,138.1087794,632.5458652,260.4832509,332.3168229,103.1325701,7.694487551,2.115792471,1007102,102.7413809
31-12-2013,Stock 44,475.9798935,496.7987578,972.7786513,760.8154861,792.3426943,338.7590449,152.861385,43.51731314,1029051,103.0569038
31-01-2014,Stock 44,696.2040367,420.227022,1116.431059,413.4875487,351.4003909,737.9591883,12.95435162,3.447642568,1070739,104.1786774
28-02-2014,Stock 44,337.3122738,857.6705266,1194.9828,467.3460114,425.4481313,898.5961082,61.34525988,17.24249719,1058610,105.0656117
31-03-2014,Stock 44,662.9695247,614.2518265,1277.221351,423.5081531,500.9312976,510.0074585,11.15935498,3.250259907,1006428,106.0990269
30-04-2014,Stock 44,307.0209707,259.8499535,566.8709241,295.6394629,285.1499663,643.2341192,243.6750094,63.48458331,1028143,106.7316782
30-05-2014,Stock 44,493.0961604,817.089116,1310.185276,1015.967986,832.6561482,343.024662,-44.08388403,0,1073379,108.3077208
30-06-2014,Stock 44,312.7502535,935.4546469,1248.2049,612.085593,642.2224746,351.6901189,-124.4250072,0,1041707,108.6752893
31-07-2014,Stock 44,623.8691186,829.4888945,1453.358013,659.8575324,777.3371002,745.6331394,-48.97671893,0,1052381,108.0838439
29-08-2014,Stock 44,165.5978138,473.2345711,638.8323849,303.5139445,268.474241,584.6213855,251.6533323,59.82812664,1045995,107.4105625
30-09-2014,Stock 44,181.4896694,788.3564408,969.8461101,294.6495115,341.1551113,443.4903144,114.1313955,24.44501337,1064726,108.7524264
31-10-2014,Stock 44,484.0107263,975.2516113,1459.262338,593.601202,554.2160101,235.988717,-49.00138438,0,1025521,109.8158904
28-11-2014,Stock 44,451.7876517,605.5765094,1057.364161,805.6840196,692.5289003,501.5435746,-65.89920707,0,1024603,109.7994236
31-12-2014,Stock 44,956.2848769,904.9097697,1861.194647,1088.338202,963.9791545,596.5048664,39.68422537,10.84278337,1077086,109.5441835
30-01-2015,Stock 44,357.1590484,843.2422888,1200.401337,532.8396062,614.7174243,492.4320032,137.309257,27.86320794,1053835,110.1489305
27-02-2015,Stock 44,851.5777414,538.2967421,1389.874483,768.4983594,748.9762455,655.6762479,301.8057656,84.02286152,1001375,110.9838593
31-03-2015,Stock 44,911.0888675,198.1124715,1109.201339,500.4259183,459.2969676,178.3218097,-40.37461954,0,1063322,112.5452032
30-04-2015,Stock 44,992.0132639,153.4112065,1145.42447,687.0122617,797.8978057,816.2520676,389.2447226,87.11412647,1055381,112.192568
29-05-2015,Stock 44,147.4381214,646.4108666,793.848988,439.1164279,356.4256999,889.9845436,344.3531791,85.48833077,1005452,112.7176116
30-06-2015,Stock 44,302.0046162,210.361308,512.3659242,307.8134416,286.5755534,360.32462,-177.1752693,0,1021439,114.7593833
31-07-2015,Stock 44,253.2497333,153.232618,406.4823513,143.9602874,186.0235286,999.4817724,-15.91931572,0,1066616,114.1938928
31-08-2015,Stock 44,911.3974891,345.0058792,1256.403368,460.9584612,486.4682193,846.111418,209.2381721,53.8600299,1006208,113.367716
30-09-2015,Stock 44,866.5612461,799.9657766,1666.527023,505.4878047,653.8335952,530.5373173,-115.0404862,0,1034779,113.8636542
30-10-2015,Stock 44,973.1133879,404.2186603,1377.332048,767.8787561,680.9722323,343.5918023,28.87004465,8.034489946,1032096,113.1330324
30-11-2015,Stock 44,254.0106146,411.102237,665.1128516,382.4714745,346.7078512,805.7129888,229.9906356,56.345034,1099353,113.4723436
31-12-2015,Stock 44,921.824115,123.0790393,1044.903154,340.6977781,309.0583318,634.4583832,279.8241488,77.64511468,1080942,114.9526932
29-01-2016,Stock 44,968.0554053,180.4810315,1148.536437,818.2852043,754.2104722,697.4045637,326.9550045,84.219506,1052169,116.1240377
29-02-2016,Stock 44,628.8244827,189.2975771,818.1220598,506.8034012,493.4257352,608.4129498,-216.225696,0,1038951,117.4932671
31-03-2016,Stock 44,605.373852,925.1037455,1530.477597,755.0324184,951.80386,602.779292,-42.91711454,0,1000752,116.5784738
29-04-2016,Stock 44,455.5669194,997.770668,1453.337587,881.1593636,751.881833,621.5908099,-155.7217118,0,1071469,115.7215375
31-05-2016,Stock 44,253.709208,649.0862359,902.7954439,398.4779443,342.7854212,800.4707244,-56.17714573,0,1069003,115.016687
30-06-2016,Stock 44,460.8016969,436.2292622,897.0309591,415.798225,399.0396939,238.1392147,-1.722023551,0,1071473,114.6494613
29-07-2016,Stock 44,800.2705904,347.2094719,1147.480062,414.9689559,536.1976397,268.5990489,-39.31657776,0,1024024,114.3318892
31-08-2016,Stock 44,817.9982461,386.6558302,1204.654076,652.4971112,648.9889054,873.2128462,-11.51872742,0,1056976,113.3740074
30-09-2016,Stock 44,108.6963884,649.2221658,757.9185541,592.6532922,568.6221659,347.3033007,-112.9517814,0,1052049,112.6903045
31-10-2016,Stock 44,261.178339,847.7383188,1108.916658,339.1423717,278.6889668,189.9012085,43.81020848,9.70745138,1090942,111.8596744
30-11-2016,Stock 44,770.0216213,392.6394331,1162.661054,422.4736404,545.8893295,719.7186136,147.2535083,40.3149856,1038865,112.5278647
30-12-2016,Stock 44,911.861725,929.3002123,1841.161937,1311.496431,1361.402715,909.4196736,348.4530255,87.10375985,1009477,113.2446434
31-01-2017,Stock 44,973.4778573,322.5650978,1296.042955,913.4935566,1126.654392,548.8486423,-185.5844987,0,1087258,114.6708908
28-02-2017,Stock 44,988.4746993,858.270853,1846.745552,1037.079051,1045.283711,988.0788764,-363.4627303,0,1044232,113.7803856
31-03-2017,Stock 44,946.4795488,932.5825782,1879.062127,848.5834701,1019.256735,447.5758429,-85.50160268,0,1005169,112.3843011
28-04-2017,Stock 44,695.0461884,645.6339748,1340.680163,657.5384008,575.272128,665.3817553,104.6975527,22.31529098,1052369,111.2514521
31-05-2017,Stock 44,654.6322824,845.6504411,1500.282724,636.2014823,658.9959804,370.7900249,15.26828716,4.220898623,1040672,111.6689733
30-06-2017,Stock 44,485.6566023,272.7558065,758.4124088,333.1944025,306.7894661,105.0200594,24.51042857,6.766414147,1073025,112.289067
31-07-2017,Stock 44,911.1902551,554.0989909,1465.289246,1131.159321,1155.125623,353.7089856,103.189607,29.53586358,1056786,113.1808567
31-08-2017,Stock 44,185.3650998,551.5371187,736.9022184,569.4764155,467.3068,915.5918494,-61.53173052,0,1062791,114.2415605
29-09-2017,Stock 44,523.8643336,821.600214,1345.464548,804.4111469,949.0970886,428.8791967,-57.28666166,0,1098263,114.4518449
31-10-2017,Stock 44,365.7543539,855.570144,1221.324498,632.4206911,759.2267786,919.3842798,-310.396132,0,1013170,113.9291284
30-11-2017,Stock 44,451.485798,180.7500726,632.2358706,272.7962217,256.4945295,335.3683833,75.6563541,19.41697066,1097125,112.5404825
29-12-2017,Stock 44,595.2418869,805.8908659,1401.132753,554.2488397,669.0294684,595.2769239,38.96503838,9.558142981,1081993,112.8123193
31-01-2018,Stock 44,404.741287,568.1743376,972.9156245,345.6440138,435.5064388,954.8352278,418.4986933,91.53960611,1085638,113.221807
28-02-2018,Stock 44,461.8453914,572.1569727,1034.002364,727.1992385,855.8994609,454.5161858,164.7249752,37.75854646,1065076,114.6739134
30-03-2018,Stock 44,754.2036479,443.3748572,1197.578505,544.7746117,683.8678581,600.865022,-81.5269115,0,1013276,115.9396814
30-04-2018,Stock 44,546.4581054,634.6600862,1181.118192,477.7251566,464.6720922,876.6444763,-210.3179092,0,1019398,115.4784288
31-05-2018,Stock 44,750.2929113,907.5681157,1657.861027,1324.566903,1697.740712,790.3659826,15.39011597,3.893431908,1096952,114.5377748
29-06-2018,Stock 44,809.7280105,501.529138,1311.257148,728.2196869,826.2240377,230.1676621,78.63154631,19.21425635,1017148,114.4615213
31-07-2018,Stock 44,224.2827093,301.5111684,525.7938777,219.0390612,207.9438627,370.8521999,150.9940772,39.0428101,1096067,115.0311171
31-08-2018,Stock 44,134.0942064,707.5269164,841.6211228,433.1962234,526.966651,657.9130491,-256.6944904,0,1017725,116.5243981
28-09-2018,Stock 44,699.7975972,612.7159336,1312.513531,682.0669872,579.5885114,322.2564904,-83.59204147,0,1000013,115.6818619
31-10-2018,Stock 44,846.5735773,826.1428191,1672.716396,1062.043216,1127.418841,534.0674691,148.3107458,39.88223694,1034287,115.0063139
30-11-2018,Stock 44,161.1608278,941.8824628,1103.043291,835.2717037,968.886547,426.6355145,-153.4149806,0,1098234,115.6504102
31-12-2018,Stock 44,490.633182,621.8032918,1112.436474,587.5024913,731.6144234,545.3355617,-219.1180185,0,1086418,114.9386333
31-07-2006,Stock 45,339.5643883,536.4020138,875.9664021,416.9951591,427.4502194,508.5047529,158.8337745,37.27556724,1012601,100
31-08-2006,Stock 45,517.2998897,553.7902783,1071.090168,626.1422957,560.2823583,468.0666308,-83.37144357,0,1090353,101.2384309
29-09-2006,Stock 45,882.8054614,866.0147631,1748.820224,1392.494253,1435.79584,536.5890146,-149.0001047,0,1004641,101.1327131
31-10-2006,Stock 45,819.5941799,921.3491966,1740.943376,1126.239183,1396.546374,641.7214077,-46.35629787,0,1024054,100.4212935
30-11-2006,Stock 45,787.6135896,140.3044562,927.9180458,650.3311288,530.3599015,136.1919741,-28.14901918,0,1044680,99.69266651
29-12-2006,Stock 45,870.5333674,158.244853,1028.77822,315.5853268,293.1711384,250.994995,-85.63976213,0,1031625,98.80379479
31-01-2007,Stock 45,659.4788375,693.7380698,1353.216907,451.688502,562.4078986,276.3340537,106.3611664,25.76654452,1042659,97.53723475
28-02-2007,Stock 45,550.3678876,195.2897276,745.6576152,230.4525044,241.4014981,166.7889192,79.47412358,18.15270937,1067579,97.72292294
30-03-2007,Stock 45,442.5588428,539.3996962,981.958539,666.8145475,645.7814457,709.1197426,-135.1371572,0,1037366,98.33816894
30-04-2007,Stock 45,444.5282601,288.7966199,733.32488,395.619238,335.2905874,806.6994593,-350.9763498,0,1053104,97.98753873
31-05-2007,Stock 45,253.2749724,733.2527046,986.5276769,639.2618579,530.1720975,639.6898809,-257.8908842,0,1056060,96.73929435
29-06-2007,Stock 45,523.318349,532.0657737,1055.384123,400.053571,420.717978,657.743564,297.3886451,79.6540021,1061112,95.69885832
31-07-2007,Stock 45,404.9866084,669.2937479,1074.280356,730.1819792,641.0377019,452.5297937,212.0006022,53.62389703,1000185,96.52423154
31-08-2007,Stock 45,471.1712434,524.0841491,995.2553926,660.375019,607.873948,301.1129908,-148.0853003,0,1060631,97.98458528
28-09-2007,Stock 45,923.388274,564.5979652,1487.986239,899.7337903,944.7490414,468.4772113,73.52708643,17.94174451,1093823,97.70733741
31-10-2007,Stock 45,638.3816316,731.7576172,1370.139249,589.8782811,719.0540019,848.0721427,80.0177246,18.71608471,1042583,98.04841339
30-11-2007,Stock 45,420.4943076,225.0045494,645.498857,380.5981293,468.9244055,801.1439957,-32.53169586,0,1062802,98.47378253
31-12-2007,Stock 45,719.8488292,427.5652959,1147.414125,476.2042494,503.8095488,238.2657692,-54.63388257,0,1061118,98.00864325
31-01-2008,Stock 45,579.7683568,818.0217178,1397.790075,523.4556841,475.0062158,864.5695442,238.9340225,61.82424585,1076316,97.28421459
29-02-2008,Stock 45,493.5152166,841.8597676,1335.374984,721.8278636,872.9673572,801.7286219,376.992524,79.44744541,1000583,98.09936865
31-03-2008,Stock 45,484.3075274,459.9078032,944.2153306,367.2972298,305.6198301,789.5336042,-262.6072717,0,1005089,99.39408448
30-04-2008,Stock 45,794.1084582,548.9656792,1343.074137,707.7967582,648.7232018,455.0387364,146.3013208,41.13314546,1074476,99.03921766
30-05-2008,Stock 45,636.6704253,823.9401236,1460.610549,1148.026324,1191.657178,781.4135231,213.6629617,63.95955147,1024240,99.84118824
30-06-2008,Stock 45,849.918648,617.9079065,1467.826555,1069.364815,1104.084165,250.3197016,44.86851532,9.445142066,1077515,101.0439445
31-07-2008,Stock 45,396.1490967,779.6596311,1175.808728,721.8196413,651.3270539,147.1321567,-15.69980648,0,1094621,101.7928703
29-08-2008,Stock 45,794.7651701,890.3478903,1685.11306,919.1827661,1027.258662,611.8617182,-173.9828905,0,1079556,101.8671418
30-09-2008,Stock 45,100.3972687,661.3427817,761.7400504,324.5460874,296.2958778,892.7977138,218.9724667,57.46085484,1065468,101.1218342
31-10-2008,Stock 45,173.1626988,502.4088002,675.571499,221.3604421,197.7382319,101.1036035,-18.07728083,0,1049825,102.1163269
28-11-2008,Stock 45,964.5416353,109.3469479,1073.888583,525.0837374,463.4527849,848.0586904,240.5042231,64.74660574,1015697,102.2246603
31-12-2008,Stock 45,800.2871176,728.7315723,1529.01869,1030.066675,1116.543395,618.2329615,306.8353252,76.16743987,1094542,102.5852954
30-01-2009,Stock 45,498.2020719,570.6578817,1068.859954,478.1654243,471.6561149,246.2216775,-41.09621586,0,1061367,103.7707791
27-02-2009,Stock 45,286.8147939,289.6410985,576.4558924,195.3801485,181.9111306,931.3931645,150.2836116,31.75912223,1044356,103.7412776
31-03-2009,Stock 45,605.5702394,751.2327971,1356.803037,601.5305309,681.7750959,977.3627533,-325.7712256,0,1049958,104.6025333
30-04-2009,Stock 45,879.1054506,619.9056193,1499.01107,500.3713076,409.9681056,545.2726225,-270.851955,0,1075031,103.7569813
29-05-2009,Stock 45,200.1302771,705.8354491,905.9657262,329.3010348,273.0271983,616.7496934,-197.0088795,0,1068787,102.691171
30-06-2009,Stock 45,948.242912,228.116754,1176.359666,560.0949457,702.0620982,776.7352956,-163.4538533,0,1068170,101.8299719
31-07-2009,Stock 45,557.0346601,977.8889556,1534.923616,1162.050755,1395.333783,993.0996799,356.7194538,71.66347055,1034094,100.3749475
31-08-2009,Stock 45,911.6680299,136.3653031,1048.033333,588.3776996,729.496179,405.8179942,-21.10178535,0,1069534,100.8442126
30-09-2009,Stock 45,121.9127572,507.8283934,629.7411506,205.1603774,249.6899917,588.2198057,-219.4668223,0,1080813,99.88660272
30-10-2009,Stock 45,544.2111654,229.9345177,774.1456831,420.2190066,419.8093396,438.267324,103.5511712,20.95012419,1087608,98.49415063
30-11-2009,Stock 45,769.1781601,708.1460198,1477.32418,1163.439738,1500.609637,373.7294983,-68.68520292,0,1032594,98.55594691
31-12-2009,Stock 45,743.2057298,206.1757353,949.381465,667.9635645,776.8352889,425.4618005,-63.21319937,0,1067590,97.89790858
29-01-2010,Stock 45,596.1276434,616.8554623,1212.983106,870.1790887,792.4972936,676.6771668,152.3958725,38.33391109,1034792,96.86264716
26-02-2010,Stock 45,973.2280289,248.4299722,1221.658001,968.5448825,1233.237572,983.0354078,-164.7734716,0,1023474,97.39428139
31-03-2010,Stock 45,788.0996035,178.0845092,966.1841127,700.3979927,812.7441802,259.4196379,-38.89169532,0,1095106,96.44835856
30-04-2010,Stock 45,431.9922646,425.8845322,857.8767968,314.1807302,256.3887787,673.1918161,300.6433467,72.62075106,1064426,95.30218683
31-05-2010,Stock 45,655.0661391,829.8717436,1484.937883,947.9034659,934.972766,480.6216025,146.2340579,32.47138639,1005597,96.3667222
30-06-2010,Stock 45,647.8831441,927.2011855,1575.08433,1047.719329,872.5746744,617.7011512,-160.700763,0,1051957,97.42350225
30-07-2010,Stock 45,467.4103245,360.9637883,828.3741128,283.4139594,231.7180158,243.1002061,115.607407,33.79771484,1047090,97.36128434
31-08-2010,Stock 45,214.69869,133.9242545,348.6229445,218.2253141,250.5787021,681.5966007,-167.8818894,0,1040768,98.52566972
30-09-2010,Stock 45,931.633481,824.596993,1756.230474,1308.421921,1456.894044,665.5141055,199.3357461,42.85867134,1052789,97.68427028
29-10-2010,Stock 45,875.8013486,146.390252,1022.191601,415.9731863,501.7953803,531.9557418,197.7998228,57.3499267,1058583,98.05866499
30-11-2010,Stock 45,834.9737303,560.3544934,1395.328224,503.6459199,516.0039592,845.8570821,-25.69557353,0,1005578,98.51331845
31-12-2010,Stock 45,734.5847787,651.3577126,1385.942491,666.6398733,626.5537677,976.1047955,-344.0888232,0,1031109,98.30659967
31-01-2011,Stock 45,107.7145499,912.4104285,1020.124978,674.5290749,641.8675551,844.2114932,-285.5755993,0,1010676,97.31364612
28-02-2011,Stock 45,828.6340091,962.024741,1790.65875,548.6982156,634.6410132,707.5908021,289.3833063,79.46973644,1059234,96.20912782
31-03-2011,Stock 45,653.3521585,508.1122928,1161.464451,499.8139074,645.3057785,510.107605,-92.30425527,0,1005552,96.80943279
29-04-2011,Stock 45,154.6012912,628.4255282,783.0268194,304.791502,309.8269446,284.2906413,6.51279146,1.3184851,1023730,96.25354688
31-05-2011,Stock 45,232.1922876,385.9950663,618.1873538,396.8556167,441.1579863,547.2542511,20.21566356,4.572293559,1078055,96.40740132
30-06-2011,Stock 45,309.0734413,253.3537022,562.4271435,307.3926823,395.8746273,726.0537559,166.1552922,45.91712262,1050178,96.74835493
29-07-2011,Stock 45,887.3305715,963.6897866,1851.020358,1024.411237,1165.197079,616.3298696,-136.0707366,0,1073464,97.57564975
31-08-2011,Stock 45,756.767781,814.8199742,1571.587755,965.5083127,951.3135999,302.9170972,83.20865014,21.52710274,1076888,97.17497785
30-09-2011,Stock 45,232.7213555,625.5982154,858.319571,354.2475675,424.8741493,727.135489,-160.354302,0,1055413,97.73913231
31-10-2011,Stock 45,343.9585977,769.1440541,1113.102652,400.1455427,393.552293,584.5789137,230.3683103,64.20963379,1037076,97.13538131
30-11-2011,Stock 45,258.0872987,494.8123488,752.8996476,287.969237,372.5051848,405.3651708,45.15597962,11.92472124,1085954,98.08866114
30-12-2011,Stock 45,488.4314872,278.2644658,766.695953,253.2919467,256.0396597,446.3083993,-10.51797813,0,1089147,98.73965142
31-01-2012,Stock 45,737.6860016,753.0486204,1490.734622,626.3669237,535.0522015,362.4743566,160.7373776,32.47618709,1063338,98.59994563
29-02-2012,Stock 45,237.2109164,342.3604187,579.5713351,385.7343151,499.6326111,798.2056062,-307.6331225,0,1093154,99.51805649
30-03-2012,Stock 45,649.8017244,110.3030287,760.104753,484.5072656,410.3196909,262.4548564,-129.0878903,0,1024710,98.33394109
30-04-2012,Stock 45,800.2281388,599.5405281,1399.768667,830.9603841,824.413726,119.9486339,-51.50930867,0,1055175,96.82009398
31-05-2012,Stock 45,162.1779603,177.7388644,339.9168247,124.5257712,160.3225247,437.5411245,-176.945956,0,1000486,95.76485284
29-06-2012,Stock 45,745.2635522,690.3085449,1435.572097,1017.165454,885.3349884,929.7932236,402.6771609,84.5794277,1046278,94.10756969
31-07-2012,Stock 45,646.8112796,676.2977279,1323.109008,567.7795886,726.4601309,801.0718214,-55.78943413,0,1031674,94.86387765
31-08-2012,Stock 45,297.8157113,250.5901145,548.4058258,367.4284918,405.0864874,625.5403239,146.1596472,32.13079269,1029270,94.55339448
28-09-2012,Stock 45,152.0518243,877.918541,1029.970365,789.241367,725.3303677,613.9078034,-13.17586223,0,1029004,95.14306717
31-10-2012,Stock 45,220.160494,810.7795972,1030.940091,819.4922783,988.3473065,128.5771063,15.79917241,3.822701582,1038148,95.25402199
30-11-2012,Stock 45,701.6544158,808.951025,1510.605441,480.3089393,521.3106863,224.8898134,82.33497158,22.21807757,1006798,95.61623504
31-12-2012,Stock 45,922.9935992,710.1919147,1633.185514,1098.47897,1288.321207,277.6864044,-131.7658085,0,1000005,96.40484465
31-01-2013,Stock 45,772.8875295,531.3723171,1304.259847,447.315074,470.5729899,245.1048999,32.84035285,9.73807093,1093545,95.74600146
28-02-2013,Stock 45,743.4783112,205.3936018,948.871913,697.5623992,569.9014737,643.041744,90.56629997,18.34753077,1045109,96.02360133
29-03-2013,Stock 45,415.2590076,825.0654319,1240.32444,810.6269215,950.5211778,535.1187677,-219.0470289,0,1015823,96.54997052
30-04-2013,Stock 45,436.9630231,798.8009688,1235.763992,694.3065448,753.3857261,655.4618322,312.0592229,89.97589808,1091177,95.77555703
31-05-2013,Stock 45,539.3970764,788.1164467,1327.513523,489.1323981,599.7483156,617.8427788,-69.78938742,0,1016607,96.73197033
28-06-2013,Stock 45,403.5165838,496.3151072,899.831691,457.795598,390.310889,556.1220138,-175.4831646,0,1091441,96.48122008
31-07-2013,Stock 45,663.8558762,580.61617,1244.472046,617.1906094,604.9889644,625.7412614,-130.7594329,0,1053420,95.85085567
30-08-2013,Stock 45,478.0661098,579.4308482,1057.496958,413.9719297,507.4410854,411.6289181,-13.74761187,0,1093864,95.11895058
30-09-2013,Stock 45,387.162137,787.5614089,1174.723546,390.0182666,486.3954891,319.5585209,-97.54162505,0,1077635,94.49364271
31-10-2013,Stock 45,447.6831022,840.4670335,1288.150136,407.8012973,425.307186,213.4056859,51.86981901,12.53654371,1052685,93.60656143
29-11-2013,Stock 45,478.4146767,506.8754034,985.2900801,324.8572625,304.0106178,562.6399486,136.2154482,27.46992593,1085829,93.89651021
31-12-2013,Stock 45,137.7671836,164.4098148,302.1769983,98.58319112,106.6052104,865.6537229,-90.22755,0,1030382,94.67378315
31-01-2014,Stock 45,675.504759,781.0770038,1456.581763,987.7981321,1167.301508,321.2780339,78.93369263,18.96119938,1009119,94.22358149
28-02-2014,Stock 45,916.1036948,576.1124721,1492.216167,852.5650543,837.9499895,467.779879,13.57452574,3.655926864,1000310,94.53901163
31-03-2014,Stock 45,342.2238404,410.5267207,752.7505611,440.5842213,527.5944614,706.2901687,221.5333716,53.69678655,1073865,94.99552376
30-04-2014,Stock 45,287.3041977,717.3340341,1004.638232,480.9558625,403.3151086,213.3752646,10.81220311,2.796446385,1036081,95.96536075
30-05-2014,Stock 45,170.8044229,594.5657176,765.3701405,538.796986,678.3039599,934.2169078,436.8903088,94.44409904,1036074,96.91215513
30-06-2014,Stock 45,773.7587646,594.9352516,1368.694016,956.6752793,1159.111407,831.4454193,364.6583985,90.46359267,1074166,98.56484564
31-07-2014,Stock 45,846.0219994,674.094685,1520.116684,1162.53157,1304.67397,441.6301513,131.4314771,30.78997398,1050697,100.0574704
29-08-2014,Stock 45,215.7345189,907.1701575,1122.904676,764.3637338,910.0281337,886.5955179,-229.7987723,0,1060256,101.0910096
30-09-2014,Stock 45,769.8767075,398.1564553,1168.033163,748.3141346,687.8955857,981.5372691,-372.9391402,0,1034879,100.5229308
31-10-2014,Stock 45,735.6110889,569.9035307,1305.51462,525.2357614,500.2876931,998.3462292,258.9828039,69.19854021,1072103,99.22417912
28-11-2014,Stock 45,910.5280017,536.884719,1447.412721,994.6901192,949.9053693,669.163198,177.7536667,44.52120986,1081496,99.82666761
31-12-2014,Stock 45,697.6411608,278.8500337,976.4911945,766.634886,762.258204,772.1357258,-5.013548862,0,1006744,100.7816353
30-01-2015,Stock 45,224.8707362,517.4225999,742.2933361,448.58311,565.9603253,185.7007011,0.895837021,0.224230189,1084046,100.6896859
27-02-2015,Stock 45,359.7385876,508.9421638,868.6807514,491.0934555,564.8388126,319.0362899,54.85447556,11.9566424,1094560,100.8599688
31-03-2015,Stock 45,682.3827004,748.8307615,1431.213462,901.2097217,831.2265482,587.4934833,25.43500901,6.949528493,1087528,101.3155034
30-04-2015,Stock 45,715.3262375,285.4897333,1000.815971,708.4299921,617.1082868,174.8109293,73.31731692,21.86454293,1075341,102.0196566
29-05-2015,Stock 45,308.5996194,886.1619139,1194.761533,901.0794079,1074.869003,799.5603764,40.35100085,8.641968037,1093178,103.1279683
30-06-2015,Stock 45,257.9177519,288.3462909,546.2640429,410.6038736,470.2935112,574.5161021,36.5681615,7.987489774,1030929,103.7419197
31-07-2015,Stock 45,112.9893822,421.7132188,534.7026009,347.5230336,426.0649305,475.7712457,-185.0928338,0,1066706,104.2368879
31-08-2015,Stock 45,391.9867448,988.1653684,1380.152113,886.0148777,970.5602569,539.4551489,-152.4390773,0,1044334,103.2366185
30-09-2015,Stock 45,850.1321482,814.2844351,1664.416583,791.2551275,1019.929355,145.395844,-3.819967962,0,1066465,102.2421704
30-10-2015,Stock 45,161.0372639,265.516609,426.5538729,246.1699133,314.5649638,213.4202444,-38.01158864,0,1049013,101.4670724
30-11-2015,Stock 45,109.4333508,640.926162,750.3595127,281.5754691,352.6638662,455.0645695,-145.6946902,0,1083823,100.5849691
31-12-2015,Stock 45,405.8210844,588.0831087,993.9041931,515.5085927,518.0046693,607.7699065,27.22763093,6.685439062,1041186,99.44554449
29-01-2016,Stock 45,548.6314728,639.1295038,1187.760977,568.9683783,532.1003233,603.7061405,230.9228097,58.6291842,1028538,99.54886097
29-02-2016,Stock 45,910.1047264,348.1601907,1258.264917,978.085803,1110.297529,136.3269354,7.2849043,1.670379157,1027992,100.6775549
31-03-2016,Stock 45,780.079026,252.5057121,1032.584738,492.6219616,406.561865,104.9188032,-3.496782829,0,1057881,101.0738422
29-04-2016,Stock 45,864.551222,506.3221181,1370.87334,585.9330258,658.5325309,248.1064448,-40.8209024,0,1098818,100.9447854
31-05-2016,Stock 45,224.3589634,132.8149493,357.1739128,248.0335325,309.6346078,610.6540139,216.1077171,49.12331968,1008067,100.3210347
30-06-2016,Stock 45,538.3354398,716.302341,1254.637781,920.8494113,1032.057363,811.0087897,92.37761405,26.8930866,1074950,101.2084546
29-07-2016,Stock 45,408.5677811,379.2141191,787.7819002,526.2186454,527.6332529,358.1942323,-3.96452115,0,1032651,102.0638577
31-08-2016,Stock 45,156.0115166,642.9897178,799.0012345,502.5842935,574.2246122,913.0146839,224.952043,66.21382012,1090708,102.0805795
30-09-2016,Stock 45,385.2464667,851.2783977,1236.524864,516.7220653,658.6408731,884.8755637,-113.1297198,0,1072653,103.1403386
31-10-2016,Stock 45,546.0090339,637.0858404,1183.094874,712.8061444,922.6998963,560.5246488,-136.2535391,0,1009303,102.7938889
30-11-2016,Stock 45,516.923468,548.0593697,1064.982838,456.2769146,550.3128294,913.4858818,-357.0570172,0,1060778,101.8314189
30-12-2016,Stock 45,431.3733896,401.3916439,832.7650335,643.2587613,708.6542375,382.2464691,-164.5744792,0,1070415,100.2340486
31-01-2017,Stock 45,509.3105002,859.3664035,1368.676904,754.1547431,768.5584279,806.6653541,-326.3960897,0,1005222,98.80392949
28-02-2017,Stock 45,448.4618863,831.7776415,1280.239528,803.9996333,802.5717259,289.1999534,114.771308,28.22188132,1062055,97.39762008
31-03-2017,Stock 45,347.932967,861.2485362,1209.181503,442.0141573,542.2834915,879.5385075,-405.7537549,0,1007267,97.81506081
28-04-2017,Stock 45,630.5448095,909.8434279,1540.388237,1205.999346,1532.902861,452.1759645,-201.593308,0,1042655,96.61874555
31-05-2017,Stock 45,778.6682324,826.0919407,1604.760173,977.4422691,841.5437761,300.6094765,20.46331284,4.672014278,1057807,95.28280775
30-06-2017,Stock 45,638.5952983,967.0042706,1605.599569,589.5076864,543.4947248,888.7976138,-35.87865339,0,1030599,95.40755586
31-07-2017,Stock 45,821.6255434,818.9150518,1640.540595,1282.182059,1073.520459,993.9083575,-49.10751456,0,1043975,95.2848104
31-08-2017,Stock 45,671.4462141,709.0680179,1380.514232,1075.304909,1192.465849,284.8224774,88.91331268,26.6029461,1034357,95.13709507
29-09-2017,Stock 45,349.46477,805.3250947,1154.789865,893.9134477,916.7113243,683.3001413,288.3825532,85.89881344,1096941,95.77913229
31-10-2017,Stock 45,357.1526829,766.2243684,1123.377051,769.8304386,703.6071178,830.1872006,126.8830797,36.02914321,1073810,97.18547564
30-11-2017,Stock 45,474.5161973,995.7632233,1470.279421,657.3378533,598.8359895,171.4038797,12.67355321,3.707389413,1051565,98.48548978
29-12-2017,Stock 45,940.5715126,533.6690708,1474.240583,1021.909682,1264.002341,740.9271267,129.9208345,37.66216842,1055724,99.53650495
31-01-2018,Stock 45,399.2802054,506.2079651,905.4881706,348.2463752,349.4176514,642.5808102,117.4114457,29.89875256,1060487,100.3267742
